comparison_protocol,method_group,value_epsilon,audit_epsilon,success_floor,n_cases_available,n_cases_feasible,constraint_coverage_rate,paired_case_count,median_rate_budget_boundary_frac,median_state_compression_ratio,state_compression_ci95_low,state_compression_ci95_high,median_total_speedup,total_speedup_ci95_low,total_speedup_ci95_high
group_constrained_adaptive,baseline:endpoints,0.05,0.0,0.95,6,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
group_constrained_adaptive,ours:group_rd,0.05,0.0,0.95,6,6,1.0,0,0.03365384615384616,30.333333333333332,23.666666666666668,42.0,0.0392852839884518,0.015849520638755603,0.05347956680833867
large_scale_compression,baseline:dense_turn,0.05,0.0,0.95,27,27,1.0,9,0.0078125,128.0,25.25,256.0,0.8970534465197718,0.2142066125878501,4.6916178629329615
large_scale_compression,baseline:endpoints,0.05,0.0,0.95,27,9,0.3333333333333333,9,0.00390625,256.0,128.0,512.0,5.888717739179015,5.220208323286517,8.741179387002886
large_scale_compression,option_baseline:bottleneck,0.05,0.0,0.95,27,12,0.4444444444444444,9,0.04329427083333333,23.130434782608695,19.130434782608695,32.0,0.4477100730579656,0.17394105969990645,0.6429913073244586
large_scale_compression,option_baseline:coverage,0.05,0.0,0.95,27,19,0.7037037037037037,9,0.041666666666666664,24.0,22.26086956521739,32.0,0.0992124674829579,0.0692468791235914,0.6517384474312262
large_scale_compression,ours:rd_graph,0.05,0.0,0.95,27,9,0.3333333333333333,9,0.00390625,256.0,128.0,512.0,0.3537871745374995,0.3403072083463349,0.4110468577326623
option_baseline_frontier,baseline:dense_turn,0.05,0.0,0.95,24,24,1.0,6,0.012755807522123894,92.25,25.25,144.0,nan,nan,nan
option_baseline_frontier,baseline:endpoints,0.05,0.0,0.95,24,6,0.25,6,0.005859375,192.0,128.0,256.0,nan,nan,nan
option_baseline_frontier,option_baseline:bottleneck,0.05,0.0,0.95,24,10,0.4166666666666667,6,0.01171875,96.0,60.25,136.0,nan,nan,nan
option_baseline_frontier,option_baseline:coverage,0.05,0.0,0.95,24,16,0.6666666666666666,6,0.011369223205506391,92.5,64.0,128.0,nan,nan,nan
option_baseline_frontier,option_baseline:eigen,0.05,0.0,0.95,24,10,0.4166666666666667,6,0.0078125,128.0,64.0,177.0,nan,nan,nan
option_baseline_frontier,option_baseline:random,0.05,0.0,0.95,24,10,0.4166666666666667,6,0.011369223205506391,92.5,64.0,128.0,nan,nan,nan
option_baseline_frontier,ours:rd_graph,0.05,0.0,0.95,24,6,0.25,6,0.005859375,192.0,128.0,256.0,nan,nan,nan
random_maze_generalization,baseline:endpoints,0.05,0.0,0.95,180,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
random_maze_generalization,ours:group_rd,0.05,0.0,0.95,180,173,0.9611111111111111,0,0.030927835051546393,32.333333333333336,24.25,32.333333333333336,0.05342590790975046,0.05224407074496018,0.05435224668527016
abstraction_baseline_comparison,abstraction:model_minimization,0.05,0.001,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
abstraction_baseline_comparison,abstraction:qstar_oracle,0.05,0.001,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
abstraction_baseline_comparison,reduction:policy_kron_oracle,0.05,0.001,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
core_benchmark,full_mdp,0.05,0.001,0.95,10,10,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
core_benchmark,option_baseline:bottleneck,0.05,0.001,0.95,10,5,0.5,4,0.1875,5.333333333333333,4.0,7.0,0.4432684691573722,0.1209212379644871,0.8068607489133391
core_benchmark,option_baseline:coverage,0.05,0.001,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,7.0,0.48297684945559666,0.2999852255162242,0.9410277068326185
core_benchmark,option_baseline:eigen,0.05,0.001,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,6.357142857142858,0.42606623282529543,0.10498495929872148,0.7530947693393724
core_benchmark,option_baseline:random,0.05,0.001,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,6.357142857142858,0.4428784787101792,0.11669254313303093,0.9344360123350957
core_benchmark,ours:group_rd,0.05,0.001,0.95,10,5,0.5,4,0.09375,10.666666666666666,5.333333333333333,16.333333333333332,0.014372218194298394,0.007836302824100175,0.018535375510118014
core_benchmark,ours:rd_graph,0.05,0.001,0.95,10,6,0.6,4,0.125,8.0,6.2,16.0,0.2596212793403313,0.05122000631819744,0.3116607329741538
group_constrained_adaptive,baseline:endpoints,0.05,0.001,0.95,6,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
group_constrained_adaptive,ours:group_rd,0.05,0.001,0.95,6,6,1.0,0,0.03365384615384616,30.333333333333332,23.666666666666668,42.0,0.0392852839884518,0.015849520638755603,0.05347956680833867
large_scale_compression,baseline:dense_turn,0.05,0.001,0.95,27,27,1.0,13,0.0078125,128.0,25.25,256.0,0.8970534465197718,0.2142066125878501,4.6916178629329615
large_scale_compression,baseline:endpoints,0.05,0.001,0.95,27,13,0.48148148148148145,13,0.003472222222222222,288.0,256.0,512.0,5.639278259352069,2.098814450959034,6.665842752047791
large_scale_compression,option_baseline:bottleneck,0.05,0.001,0.95,27,15,0.5555555555555556,13,0.041666666666666664,24.0,22.26086956521739,32.0,0.3464398101247238,0.0564238039129172,0.5725788550719884
large_scale_compression,option_baseline:coverage,0.05,0.001,0.95,27,21,0.7777777777777778,13,0.041666666666666664,24.0,22.26086956521739,29.161290322580644,0.0922426642241242,0.0691332400335737,0.5096832064584026
large_scale_compression,ours:rd_graph,0.05,0.001,0.95,27,13,0.48148148148148145,13,0.003472222222222222,288.0,256.0,512.0,0.3404145664099412,0.2289360792891061,0.3555614097285011
option_baseline_frontier,baseline:dense_turn,0.05,0.001,0.95,24,24,1.0,10,0.012755807522123894,92.25,25.25,144.0,nan,nan,nan
option_baseline_frontier,baseline:endpoints,0.05,0.001,0.95,24,10,0.4166666666666667,10,0.00390625,256.0,128.0,512.0,nan,nan,nan
option_baseline_frontier,option_baseline:bottleneck,0.05,0.001,0.95,24,13,0.5416666666666666,10,0.0078125,128.0,64.0,144.0,nan,nan,nan
option_baseline_frontier,option_baseline:coverage,0.05,0.001,0.95,24,18,0.75,10,0.011061946902654867,94.16666666666666,64.0,136.0,nan,nan,nan
option_baseline_frontier,option_baseline:eigen,0.05,0.001,0.95,24,13,0.5416666666666666,10,0.0078125,128.0,64.0,226.0,nan,nan,nan
option_baseline_frontier,option_baseline:random,0.05,0.001,0.95,24,13,0.5416666666666666,10,0.0078125,128.0,64.0,144.0,nan,nan,nan
option_baseline_frontier,ours:rd_graph,0.05,0.001,0.95,24,10,0.4166666666666667,10,0.00390625,256.0,128.0,512.0,nan,nan,nan
random_maze_generalization,baseline:endpoints,0.05,0.001,0.95,180,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
random_maze_generalization,ours:group_rd,0.05,0.001,0.95,180,173,0.9611111111111111,0,0.030927835051546393,32.333333333333336,24.25,32.333333333333336,0.05342590790975046,0.05242219939120751,0.05441328163289956
abstraction_baseline_comparison,abstraction:model_minimization,0.05,0.01,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
abstraction_baseline_comparison,abstraction:qstar_oracle,0.05,0.01,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
abstraction_baseline_comparison,reduction:policy_kron_oracle,0.05,0.01,0.95,24,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
core_benchmark,full_mdp,0.05,0.01,0.95,10,10,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
core_benchmark,option_baseline:bottleneck,0.05,0.01,0.95,10,5,0.5,4,0.1875,5.333333333333333,4.0,7.0,0.4432684691573722,0.1209212379644871,0.8068607489133391
core_benchmark,option_baseline:coverage,0.05,0.01,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,7.0,0.48297684945559666,0.2999852255162242,0.9410277068326185
core_benchmark,option_baseline:eigen,0.05,0.01,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,6.357142857142858,0.42606623282529543,0.10498495929872148,0.7530947693393724
core_benchmark,option_baseline:random,0.05,0.01,0.95,10,6,0.6,4,0.1875,5.333333333333333,4.0,6.357142857142858,0.4428784787101792,0.11669254313303093,0.9344360123350957
core_benchmark,ours:group_rd,0.05,0.01,0.95,10,5,0.5,4,0.09375,10.666666666666666,5.333333333333333,16.333333333333332,0.014372218194298394,0.007836302824100175,0.018535375510118014
core_benchmark,ours:rd_graph,0.05,0.01,0.95,10,7,0.7,4,0.125,8.0,6.2,16.0,0.234673997969638,0.06557816647804474,0.2995360935217738
group_constrained_adaptive,baseline:endpoints,0.05,0.01,0.95,6,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
group_constrained_adaptive,ours:group_rd,0.05,0.01,0.95,6,6,1.0,0,0.03365384615384616,30.333333333333332,23.666666666666668,42.0,0.0392852839884518,0.015849520638755603,0.05347956680833867
large_scale_compression,baseline:dense_turn,0.05,0.01,0.95,27,27,1.0,21,0.0078125,128.0,25.25,256.0,0.8970534465197718,0.2414050044636205,4.6916178629329615
large_scale_compression,baseline:endpoints,0.05,0.01,0.95,27,21,0.7777777777777778,21,0.003472222222222222,288.0,256.0,452.0,1.8297351263760075,1.30716024024169,5.739773030689501
large_scale_compression,option_baseline:bottleneck,0.05,0.01,0.95,27,21,0.7777777777777778,21,0.041666666666666664,24.0,22.26086956521739,29.161290322580644,0.0841800552897691,0.0324750027907679,0.3610097372913957
large_scale_compression,option_baseline:coverage,0.05,0.01,0.95,27,21,0.7777777777777778,21,0.041666666666666664,24.0,22.26086956521739,29.161290322580644,0.0922426642241242,0.0691332400335737,0.5096832064584026
large_scale_compression,ours:rd_graph,0.05,0.01,0.95,27,24,0.8888888888888888,21,0.003689236111111111,272.0,202.0,452.0,0.2091494123530238,0.166381330082211,0.3403072083463349
option_baseline_frontier,baseline:dense_turn,0.05,0.01,0.95,24,24,1.0,18,0.012755807522123894,92.25,25.25,144.0,nan,nan,nan
option_baseline_frontier,baseline:endpoints,0.05,0.01,0.95,24,18,0.75,18,0.003689236111111111,272.0,202.0,452.0,nan,nan,nan
option_baseline_frontier,option_baseline:bottleneck,0.05,0.01,0.95,24,18,0.75,18,0.007378472222222222,136.0,101.0,226.0,nan,nan,nan
option_baseline_frontier,option_baseline:coverage,0.05,0.01,0.95,24,18,0.75,18,0.007378472222222222,136.0,101.0,226.0,nan,nan,nan
option_baseline_frontier,option_baseline:eigen,0.05,0.01,0.95,24,18,0.75,18,0.007378472222222222,136.0,101.0,226.0,nan,nan,nan
option_baseline_frontier,option_baseline:random,0.05,0.01,0.95,24,18,0.75,18,0.007378472222222222,136.0,101.0,226.0,nan,nan,nan
option_baseline_frontier,ours:rd_graph,0.05,0.01,0.95,24,21,0.875,18,0.00390625,256.0,202.0,288.0,nan,nan,nan
random_maze_generalization,baseline:endpoints,0.05,0.01,0.95,180,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
random_maze_generalization,ours:group_rd,0.05,0.01,0.95,180,173,0.9611111111111111,0,0.030927835051546393,32.333333333333336,24.25,32.333333333333336,0.05342590790975046,0.05224407074496018,0.05441328163289956
abstraction_baseline_comparison,abstraction:model_minimization,0.05,inf,0.95,24,24,1.0,13,1.0,1.0,1.0,1.0,0.010131176870036753,0.004384289822680901,0.017032437814089058
abstraction_baseline_comparison,abstraction:qstar_oracle,0.05,inf,0.95,24,13,0.5416666666666666,13,0.3541666666666667,2.823529411764706,2.8181818181818183,16.0,0.3214365834030169,0.23808419565386155,0.3801953799077805
abstraction_baseline_comparison,reduction:policy_kron_oracle,0.05,inf,0.95,24,24,1.0,13,0.06147644242882338,16.266666666666666,16.0,17.0,0.3922689511504312,0.24678767256662756,0.5135895463653595
core_benchmark,full_mdp,0.05,inf,0.95,10,10,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
core_benchmark,option_baseline:bottleneck,0.05,inf,0.95,10,10,1.0,9,0.1875,5.333333333333333,4.583333333333334,6.357142857142858,0.3402242065395214,0.14923624369835134,0.5965795425761186
core_benchmark,option_baseline:coverage,0.05,inf,0.95,10,10,1.0,9,0.1875,5.333333333333333,4.583333333333334,6.166666666666666,0.4021443366732887,0.16544466946277858,0.6683213248499041
core_benchmark,option_baseline:eigen,0.05,inf,0.95,10,10,1.0,9,0.1875,5.333333333333333,4.666666666666666,6.166666666666666,0.3368243722255218,0.13951824972763813,0.5200787754083513
core_benchmark,option_baseline:random,0.05,inf,0.95,10,10,1.0,9,0.1875,5.333333333333333,4.583333333333334,6.166666666666666,0.34653423760438384,0.1535230796450714,0.6349017420064894
core_benchmark,ours:group_rd,0.05,inf,0.95,10,9,0.9,9,0.0967741935483871,10.333333333333334,5.333333333333333,13.333333333333334,0.011373619757549521,0.007836302824100175,0.01794825948789307
core_benchmark,ours:rd_graph,0.05,inf,0.95,10,10,1.0,9,0.09375,12.0,6.666666666666667,20.25,0.21398692722722684,0.08114635997016274,0.29205232711639917
group_constrained_adaptive,baseline:endpoints,0.05,inf,0.95,6,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
group_constrained_adaptive,ours:group_rd,0.05,inf,0.95,6,6,1.0,0,0.03365384615384616,30.333333333333332,23.666666666666668,42.0,0.0392852839884518,0.015849520638755603,0.05347956680833867
large_scale_compression,baseline:dense_turn,0.05,inf,0.95,27,27,1.0,27,0.0078125,128.0,25.25,256.0,0.8970534465197718,0.2142066125878501,4.6916178629329615
large_scale_compression,baseline:endpoints,0.05,inf,0.95,27,27,1.0,27,0.00390625,256.0,202.0,452.0,1.4524112833059215,1.1767681860380046,4.536723123578528
large_scale_compression,option_baseline:bottleneck,0.05,inf,0.95,27,27,1.0,27,0.044921875,22.26086956521739,19.23809523809524,29.161290322580644,0.0618274498374018,0.0309526921131132,0.2791353018718719
large_scale_compression,option_baseline:coverage,0.05,inf,0.95,27,27,1.0,27,0.044921875,22.26086956521739,19.23809523809524,29.161290322580644,0.0692468791235914,0.058626570091464,0.37539455016009
large_scale_compression,ours:rd_graph,0.05,inf,0.95,27,27,1.0,27,0.00390625,256.0,128.0,452.0,0.1819227485581572,0.1475287535875624,0.3343962636863007
option_baseline_frontier,baseline:dense_turn,0.05,inf,0.95,24,24,1.0,24,0.012755807522123894,92.25,25.25,144.0,nan,nan,nan
option_baseline_frontier,baseline:endpoints,0.05,inf,0.95,24,24,1.0,24,0.0041802964922049,240.25,202.0,288.0,nan,nan,nan
option_baseline_frontier,option_baseline:bottleneck,0.05,inf,0.95,24,24,1.0,24,0.0083605929844098,120.125,101.0,144.0,nan,nan,nan
option_baseline_frontier,option_baseline:coverage,0.05,inf,0.95,24,24,1.0,24,0.0083605929844098,120.125,101.0,144.0,nan,nan,nan
option_baseline_frontier,option_baseline:eigen,0.05,inf,0.95,24,24,1.0,24,0.0083605929844098,120.125,101.0,144.0,nan,nan,nan
option_baseline_frontier,option_baseline:random,0.05,inf,0.95,24,24,1.0,24,0.0083605929844098,120.125,101.0,144.0,nan,nan,nan
option_baseline_frontier,ours:rd_graph,0.05,inf,0.95,24,24,1.0,24,0.004428372524752476,229.0,128.0,288.0,nan,nan,nan
random_maze_generalization,baseline:endpoints,0.05,inf,0.95,180,0,0.0,0,nan,nan,nan,nan,nan,nan,nan
random_maze_generalization,ours:group_rd,0.05,inf,0.95,180,173,0.9611111111111111,0,0.030927835051546393,32.333333333333336,24.25,32.333333333333336,0.05342590790975046,0.05241774617505132,0.05441328163289956
