option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_threshold_metric,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_backup_raw,residual_backup_value,residual_backup_value_norm,residual_reward_per_discounted_step,residual_gamma_relative,residual_tau_relative,value_scale_task,beta_row,l_gamma_row,expected_tau_global,expected_tau_residual,struct_hidden_prob,struct_hit_prob,struct_nohit_prob,struct_reference_prob,struct_hidden_norm,struct_hidden_bits,struct_hidden_distinct,struct_hidden_distinct_bits,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,map,slip,step
fb_004_to_003,35,"(3, 17)",28,"(3, 7)",22.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2270626018268151,39.86313713864835,14.308130091340777,0.5116560972597762,1.0,14.819786188600553,25.666423671606005,2.3675799486302505,0.878978728579645,1.0,0.8695652173913043,22.199077937496824,0.5116560972597762,16.278130091340778,22.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,37,"(3, 19)",1.0,-16.278130091340785,maze,0.0,6
fb_005_to_003,55,"(5, 17)",28,"(3, 7)",24.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_003,57,"(5, 19)",28,"(3, 7)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_003,80,"(7, 19)",28,"(3, 7)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_004,0,"(1, 1)",35,"(3, 17)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_004,4,"(1, 5)",35,"(3, 17)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_004,26,"(3, 5)",35,"(3, 17)",24.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_004,28,"(3, 7)",35,"(3, 17)",22.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2270626018268156,39.86313713864835,14.308130091340784,0.5116560972597763,1.0,14.81978618860056,25.66642367160601,2.3675799486302513,0.8789787285796457,1.0,0.8695652173913043,22.199077937496824,0.5116560972597763,16.278130091340774,22.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,5,"(1, 7)",1.0,-16.27813009134078,maze,0.0,6
fb_005_to_004,55,"(5, 17)",35,"(3, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_004,57,"(5, 19)",35,"(3, 17)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_004,80,"(7, 19)",35,"(3, 17)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_005,0,"(1, 1)",55,"(5, 17)",32.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_005,4,"(1, 5)",55,"(5, 17)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_005,26,"(3, 5)",55,"(5, 17)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_005,28,"(3, 7)",55,"(5, 17)",24.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2270626018268156,39.86313713864835,14.308130091340784,0.5116560972597763,1.0,14.81978618860056,25.66642367160601,2.3675799486302513,0.8789787285796457,1.0,0.8695652173913043,22.199077937496824,0.5116560972597763,16.278130091340774,22.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,5,"(1, 7)",1.0,-16.27813009134078,maze,0.0,6
fb_004_to_005,35,"(3, 17)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_005,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_005,80,"(7, 19)",55,"(5, 17)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_006,0,"(1, 1)",57,"(5, 19)",34.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_006,4,"(1, 5)",57,"(5, 19)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_006,26,"(3, 5)",57,"(5, 19)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_006,28,"(3, 7)",57,"(5, 19)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2270626018268156,39.86313713864835,14.308130091340784,0.5116560972597763,1.0,14.81978618860056,25.66642367160601,2.3675799486302513,0.8789787285796457,1.0,0.8695652173913043,22.199077937496824,0.5116560972597763,16.278130091340774,22.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,5,"(1, 7)",1.0,-16.27813009134078,maze,0.0,6
fb_004_to_006,35,"(3, 17)",57,"(5, 19)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_005_to_006,55,"(5, 17)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_006,80,"(7, 19)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_007,0,"(1, 1)",80,"(7, 19)",36.0,True,True,1.0,0.0,0.0,,,0.0,2.0661504858253283,77,"(7, 16)",0.34435841430422154,1.3454815587499362,39.86313713864835,20.22907793749683,0.33402766187509486,1.0,20.563105599371923,27.644184036741898,1.8698753176203895,0.9112575754026057,1.0,0.918918918918919,22.199077937496824,0.33402766187509486,22.19907793749682,36.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,23,"(3, 1)",1.0,-22.199077937496828,maze,0.0,6
fb_001_to_007,4,"(1, 5)",80,"(7, 19)",32.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_007,26,"(3, 5)",80,"(7, 19)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_007,28,"(3, 7)",80,"(7, 19)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2270626018268156,39.86313713864835,14.308130091340784,0.5116560972597763,1.0,14.81978618860056,25.66642367160601,2.3675799486302513,0.8789787285796457,1.0,0.8695652173913043,22.199077937496824,0.5116560972597763,16.278130091340774,22.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,5,"(1, 7)",1.0,-16.27813009134078,maze,0.0,6
fb_004_to_007,35,"(3, 17)",80,"(7, 19)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_005_to_007,55,"(5, 17)",80,"(7, 19)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_007,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_002_to_000,26,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_003_to_000,28,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_004_to_000,35,"(3, 17)",0,"(1, 1)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_005_to_000,37,"(3, 19)",0,"(1, 1)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2056371047155015,39.86313713864835,13.236855235775087,0.543794342926747,1.0,13.780649578701833,25.30858823637582,2.4990348797315276,0.8704531627706004,1.0,0.8571428571428571,22.199077937496824,0.543794342926747,15.206855235775086,20.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,16,"(1, 19)",1.0,-15.20685523577509,maze,0.0,7
fb_006_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_007_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_008_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_002_to_001,26,"(3, 5)",4,"(1, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_003_to_001,28,"(3, 7)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_004_to_001,35,"(3, 17)",4,"(1, 5)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_005_to_001,37,"(3, 19)",4,"(1, 5)",24.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2056371047155015,39.86313713864835,13.236855235775087,0.543794342926747,1.0,13.780649578701833,25.30858823637582,2.4990348797315276,0.8704531627706004,1.0,0.8571428571428571,22.199077937496824,0.543794342926747,15.206855235775086,20.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,16,"(1, 19)",1.0,-15.20685523577509,maze,0.0,7
fb_006_to_001,55,"(5, 17)",4,"(1, 5)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_007_to_001,57,"(5, 19)",4,"(1, 5)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_008_to_001,80,"(7, 19)",4,"(1, 5)",32.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_000_to_002,0,"(1, 1)",26,"(3, 5)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_001_to_002,4,"(1, 5)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_003_to_002,28,"(3, 7)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_004_to_002,35,"(3, 17)",26,"(3, 5)",24.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_005_to_002,37,"(3, 19)",26,"(3, 5)",22.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.2056371047155015,39.86313713864835,13.236855235775087,0.543794342926747,1.0,13.780649578701833,25.30858823637582,2.4990348797315276,0.8704531627706004,1.0,0.8571428571428571,22.199077937496824,0.543794342926747,15.206855235775086,20.0,2.0,1.0,1.0,0.0,0.0,1.0,39.86313713864835,0.0,0.0,1.0,0.9409,16,"(1, 19)",1.0,-15.20685523577509,maze,0.0,7
fb_006_to_002,55,"(5, 17)",26,"(3, 5)",26.0,True,True,1.0,0.0,0.0,,,0.0,0.8587340256999992,41,"(4, 17)",0.8587340256999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_007_to_002,57,"(5, 19)",26,"(3, 5)",28.0,True,True,1.0,0.0,0.0,,,0.0,0.9126729999999998,56,"(5, 18)",0.9126729999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_008_to_002,80,"(7, 19)",26,"(3, 5)",30.0,True,True,1.0,0.0,0.0,,,0.0,0.97,63,"(6, 19)",0.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_000_to_003,0,"(1, 1)",28,"(3, 7)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,2.2204460492503132e-17,-0.0,4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.743992625925969e-16,1.161450846760511e-16,0.0,0.0,22.199077937496824,0.8852928099999999,3.823572999999999,4.0,4.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_001_to_003,4,"(1, 5)",28,"(3, 7)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_002_to_003,26,"(3, 5)",28,"(3, 7)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.199077937496824,0.9409,1.9699999999999995,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
